Volatility 3 Framework 2.26.1

PID	TID	Process	FD	Path	Device	Inode	Type	Mode	Changed	Modified	Accessed	Size
1172	5624	lxcfs	9	/	0:29	1	DIR	dr-xr-xr-x	2018-07-20 09:10:28.252000 UTC	2018-07-20 09:10:28.252000 UTC	2018-07-23 06:25:02.482331 UTC	0
1172	5624	lxcfs	10	/	0:28	1	DIR	dr-xr-xr-x	2018-07-20 09:10:28.252000 UTC	2018-07-20 09:10:28.252000 UTC	2018-07-23 06:25:02.354331 UTC	0
1172	5624	lxcfs	11	/	0:27	1	DIR	dr-xr-xr-x	2018-07-20 09:10:28.252000 UTC	2018-07-20 09:10:28.252000 UTC	2018-07-23 06:25:02.162329 UTC	0
1172	5624	lxcfs	12	/	0:26	1	DIR	dr-xr-xr-x	2018-07-20 09:10:28.252000 UTC	2018-07-20 09:10:28.252000 UTC	2018-07-23 06:25:02.482331 UTC	0
1172	5624	lxcfs	13	/	0:25	1	DIR	dr-xr-xr-x	2018-07-20 09:10:28.252000 UTC	2018-07-20 09:10:28.252000 UTC	2018-07-23 06:25:02.354331 UTC	0
1172	5624	lxcfs	14	/	0:24	1	DIR	dr-xr-xr-x	2018-07-20 09:10:28.252000 UTC	2018-07-20 09:10:28.252000 UTC	2018-07-23 06:25:02.354331 UTC	0
1172	5624	lxcfs	15	/	0:22	1	DIR	dr-xr-xr-x	2018-07-20 09:10:28.244000 UTC	2018-07-20 09:10:28.244000 UTC	2018-07-23 06:25:02.454331 UTC	0
1172	5625	lxcfs	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	0
1172	5625	lxcfs	1	socket:[13932]	0:8	13932	SOCK	srwxrwxrwx	-	-	-	0
1172	5625	lxcfs	2	socket:[13932]	0:8	13932	SOCK	srwxrwxrwx	-	-	-	0
1172	5625	lxcfs	3	/run/lxcfs.pid	0:18	367	REG	-rw-------	2018-07-20 09:10:35.436000 UTC	2018-07-20 09:10:35.436000 UTC	2018-07-20 09:10:35.436000 UTC	5
1172	5625	lxcfs	4	/dev/fuse	0:6	85	CHR	crw-rw-rw-	2018-07-20 09:10:43.160000 UTC	2018-07-20 09:10:43.160000 UTC	2018-07-20 09:10:43.160000 UTC	0
1172	5625	lxcfs	5	/	0:33	1	DIR	dr-xr-xr-x	2018-07-20 09:10:28.252000 UTC	2018-07-20 09:10:28.252000 UTC	2018-07-23 06:25:02.482331 UTC	0
1172	5625	lxcfs	6	/	0:32	1	DIR	dr-xr-xr-x	2018-07-20 09:10:28.252000 UTC	2018-07-20 09:10:28.252000 UTC	2018-07-23 06:25:02.318330 UTC	0
1172	5625	lxcfs	7	/	0:31	1	DIR	dr-xr-xr-x	2018-07-20 09:10:28.252000 UTC	2018-07-20 09:10:28.252000 UTC	2018-07-23 06:25:02.318330 UTC	0
1172	5625	lxcfs	8	/	0:30	1	DIR	dr-xr-xr-x	2018-07-20 09:10:28.252000 UTC	2018-07-20 09:10:28.252000 UTC	2018-07-23 06:25:02.270330 UTC	0
1172	5625	lxcfs	9	/	0:29	1	DIR	dr-xr-xr-x	2018-07-20 09:10:28.252000 UTC	2018-07-20 09:10:28.252000 UTC	2018-07-23 06:25:02.482331 UTC	0
1172	5625	lxcfs	10	/	0:28	1	DIR	dr-xr-xr-x	2018-07-20 09:10:28.252000 UTC	2018-07-20 09:10:28.252000 UTC	2018-07-23 06:25:02.354331 UTC	0
1172	5625	lxcfs	11	/	0:27	1	DIR	dr-xr-xr-x	2018-07-20 09:10:28.252000 UTC	2018-07-20 09:10:28.252000 UTC	2018-07-23 06:25:02.162329 UTC	0
1172	5625	lxcfs	12	/	0:26	1	DIR	dr-xr-xr-x	2018-07-20 09:10:28.252000 UTC	2018-07-20 09:10:28.252000 UTC	2018-07-23 06:25:02.482331 UTC	0
1172	5625	lxcfs	13	/	0:25	1	DIR	dr-xr-xr-x	2018-07-20 09:10:28.252000 UTC	2018-07-20 09:10:28.252000 UTC	2018-07-23 06:25:02.354331 UTC	0
1172	5625	lxcfs	14	/	0:24	1	DIR	dr-xr-xr-x	2018-07-20 09:10:28.252000 UTC	2018-07-20 09:10:28.252000 UTC	2018-07-23 06:25:02.354331 UTC	0
1172	5625	lxcfs	15	/	0:22	1	DIR	dr-xr-xr-x	2018-07-20 09:10:28.244000 UTC	2018-07-20 09:10:28.244000 UTC	2018-07-23 06:25:02.454331 UTC	0
1172	5626	lxcfs	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	0
1172	5626	lxcfs	1	socket:[13932]	0:8	13932	SOCK	srwxrwxrwx	-	-	-	0
1172	5626	lxcfs	2	socket:[13932]	0:8	13932	SOCK	srwxrwxrwx	-	-	-	0
1172	5626	lxcfs	3	/run/lxcfs.pid	0:18	367	REG	-rw-------	2018-07-20 09:10:35.436000 UTC	2018-07-20 09:10:35.436000 UTC	2018-07-20 09:10:35.436000 UTC	5
1172	5626	lxcfs	4	/dev/fuse	0:6	85	CHR	crw-rw-rw-	2018-07-20 09:10:43.160000 UTC	2018-07-20 09:10:43.160000 UTC	2018-07-20 09:10:43.160000 UTC	0
1172	5626	lxcfs	5	/	0:33	1	DIR	dr-xr-xr-x	2018-07-20 09:10:28.252000 UTC	2018-07-20 09:10:28.252000 UTC	2018-07-23 06:25:02.482331 UTC	0
1172	5626	lxcfs	6	/	0:32	1	DIR	dr-xr-xr-x	2018-07-20 09:10:28.252000 UTC	2018-07-20 09:10:28.252000 UTC	2018-07-23 06:25:02.318330 UTC	0
1172	5626	lxcfs	7	/	0:31	1	DIR	dr-xr-xr-x	2018-07-20 09:10:28.252000 UTC	2018-07-20 09:10:28.252000 UTC	2018-07-23 06:25:02.318330 UTC	0
1172	5626	lxcfs	8	/	0:30	1	DIR	dr-xr-xr-x	2018-07-20 09:10:28.252000 UTC	2018-07-20 09:10:28.252000 UTC	2018-07-23 06:25:02.270330 UTC	0
1172	5626	lxcfs	9	/	0:29	1	DIR	dr-xr-xr-x	2018-07-20 09:10:28.252000 UTC	2018-07-20 09:10:28.252000 UTC	2018-07-23 06:25:02.482331 UTC	0
1172	5626	lxcfs	10	/	0:28	1	DIR	dr-xr-xr-x	2018-07-20 09:10:28.252000 UTC	2018-07-20 09:10:28.252000 UTC	2018-07-23 06:25:02.354331 UTC	0
1172	5626	lxcfs	11	/	0:27	1	DIR	dr-xr-xr-x	2018-07-20 09:10:28.252000 UTC	2018-07-20 09:10:28.252000 UTC	2018-07-23 06:25:02.162329 UTC	0
1172	5626	lxcfs	12	/	0:26	1	DIR	dr-xr-xr-x	2018-07-20 09:10:28.252000 UTC	2018-07-20 09:10:28.252000 UTC	2018-07-23 06:25:02.482331 UTC	0
1172	5626	lxcfs	13	/	0:25	1	DIR	dr-xr-xr-x	2018-07-20 09:10:28.252000 UTC	2018-07-20 09:10:28.252000 UTC	2018-07-23 06:25:02.354331 UTC	0
1172	5626	lxcfs	14	/	0:24	1	DIR	dr-xr-xr-x	2018-07-20 09:10:28.252000 UTC	2018-07-20 09:10:28.252000 UTC	2018-07-23 06:25:02.354331 UTC	0
1172	5626	lxcfs	15	/	0:22	1	DIR	dr-xr-xr-x	2018-07-20 09:10:28.244000 UTC	2018-07-20 09:10:28.244000 UTC	2018-07-23 06:25:02.454331 UTC	0
1177	1177	cron	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	0
1177	1177	cron	1	socket:[14003]	0:8	14003	SOCK	srwxrwxrwx	-	-	-	0
1177	1177	cron	2	socket:[14003]	0:8	14003	SOCK	srwxrwxrwx	-	-	-	0
1177	1177	cron	3	/run/crond.pid	0:18	368	REG	-rw-r--r--	2018-07-20 09:10:35.448000 UTC	2018-07-20 09:10:35.448000 UTC	2018-07-20 09:10:35.436000 UTC	5
1182	1182	accounts-daemon	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	0
1182	1182	accounts-daemon	1	socket:[14145]	0:8	14145	SOCK	srwxrwxrwx	-	-	-	0
1182	1182	accounts-daemon	2	socket:[14145]	0:8	14145	SOCK	srwxrwxrwx	-	-	-	0
1182	1182	accounts-daemon	3	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
1182	1182	accounts-daemon	4	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
1182	1182	accounts-daemon	5	socket:[14766]	0:8	14766	SOCK	srwxrwxrwx	-	-	-	0
1182	1182	accounts-daemon	6	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
1182	1182	accounts-daemon	7	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
1182	1232	gmain	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	0
1182	1232	gmain	1	socket:[14145]	0:8	14145	SOCK	srwxrwxrwx	-	-	-	0
1182	1232	gmain	2	socket:[14145]	0:8	14145	SOCK	srwxrwxrwx	-	-	-	0
1182	1232	gmain	3	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
1182	1232	gmain	4	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
1182	1232	gmain	5	socket:[14766]	0:8	14766	SOCK	srwxrwxrwx	-	-	-	0
1182	1232	gmain	6	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
1182	1232	gmain	7	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
1182	1237	gdbus	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	0
1182	1237	gdbus	1	socket:[14145]	0:8	14145	SOCK	srwxrwxrwx	-	-	-	0
1182	1237	gdbus	2	socket:[14145]	0:8	14145	SOCK	srwxrwxrwx	-	-	-	0
1182	1237	gdbus	3	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
1182	1237	gdbus	4	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
1182	1237	gdbus	5	socket:[14766]	0:8	14766	SOCK	srwxrwxrwx	-	-	-	0
1182	1237	gdbus	6	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
1182	1237	gdbus	7	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
1183	1183	atd	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	0
1183	1183	atd	1	/dev/null	0:6	6	CHR	crw-rw-rw-	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	0
1183	1183	atd	2	/dev/null	0:6	6	CHR	crw-rw-rw-	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	0
1183	1183	atd	3	/run/atd.pid	0:18	370	REG	-rw-r--r--	2018-07-20 09:10:35.468000 UTC	2018-07-20 09:10:35.468000 UTC	2018-07-20 09:10:35.468000 UTC	5
1197	1197	acpid	0	socket:[13398]	0:8	13398	SOCK	srwxrwxrwx	-	-	-	0
1197	1197	acpid	1	/dev/null	0:6	6	CHR	crw-rw-rw-	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	0
1197	1197	acpid	2	/dev/null	0:6	6	CHR	crw-rw-rw-	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	0
1197	1197	acpid	3	socket:[14427]	0:8	14427	SOCK	srwxrwxrwx	-	-	-	0
1197	1197	acpid	4	/dev/input/event0	0:6	131	CHR	crw-rw----	2018-07-20 09:10:42.972000 UTC	2018-07-20 09:10:42.972000 UTC	2018-07-20 09:10:42.972000 UTC	0
1197	1197	acpid	5	/dev/input/event1	0:6	132	CHR	crw-rw----	2018-07-20 09:10:42.972000 UTC	2018-07-20 09:10:42.972000 UTC	2018-07-20 09:10:42.972000 UTC	0
1197	1197	acpid	6	/dev/input/event2	0:6	135	CHR	crw-rw----	2018-07-20 09:10:43.064000 UTC	2018-07-20 09:10:43.064000 UTC	2018-07-20 09:10:43.064000 UTC	0
1197	1197	acpid	7	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
1197	1197	acpid	8	socket:[14504]	0:8	14504	SOCK	srwxrwxrwx	-	-	-	0
1251	1251	mdadm	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	0
1251	1251	mdadm	1	/dev/null	0:6	6	CHR	crw-rw-rw-	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	0
1251	1251	mdadm	2	/dev/null	0:6	6	CHR	crw-rw-rw-	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	0
1251	1251	mdadm	4	/proc/mdstat	0:4	4026532019	REG	-r--r--r--	2018-07-20 09:10:35.696000 UTC	2018-07-20 09:10:35.696000 UTC	2018-07-20 09:10:35.696000 UTC	0
1310	1310	agetty	0	/dev/ttyS0	0:6	89	CHR	crw--w----	2018-07-20 09:10:43.068000 UTC	2018-07-20 09:10:43.068000 UTC	2018-07-20 09:10:43.068000 UTC	0
1310	1310	agetty	1	/dev/ttyS0	0:6	89	CHR	crw--w----	2018-07-20 09:10:43.068000 UTC	2018-07-20 09:10:43.068000 UTC	2018-07-20 09:10:43.068000 UTC	0
1310	1310	agetty	2	/dev/ttyS0	0:6	89	CHR	crw--w----	2018-07-20 09:10:43.068000 UTC	2018-07-20 09:10:43.068000 UTC	2018-07-20 09:10:43.068000 UTC	0
1310	1310	agetty	4	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
1311	1311	agetty	0	/dev/tty1	0:6	20	CHR	crw--w----	2018-07-20 09:10:43.180000 UTC	2018-07-20 09:10:43.180000 UTC	2018-07-20 09:10:43.180000 UTC	0
1311	1311	agetty	1	/dev/tty1	0:6	20	CHR	crw--w----	2018-07-20 09:10:43.180000 UTC	2018-07-20 09:10:43.180000 UTC	2018-07-20 09:10:43.180000 UTC	0
1311	1311	agetty	2	/dev/tty1	0:6	20	CHR	crw--w----	2018-07-20 09:10:43.180000 UTC	2018-07-20 09:10:43.180000 UTC	2018-07-20 09:10:43.180000 UTC	0
1311	1311	agetty	4	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
1340	1340	sshd	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	0
1340	1340	sshd	1	socket:[15791]	0:8	15791	SOCK	srwxrwxrwx	-	-	-	0
1340	1340	sshd	2	socket:[15791]	0:8	15791	SOCK	srwxrwxrwx	-	-	-	0
1340	1340	sshd	3	socket:[15814]	0:8	15814	SOCK	srwxrwxrwx	-	-	-	0
1340	1340	sshd	4	socket:[15816]	0:8	15816	SOCK	srwxrwxrwx	-	-	-	0
1817	1817	amazon-ssm-agen	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	0
1817	1817	amazon-ssm-agen	1	socket:[17777]	0:8	17777	SOCK	srwxrwxrwx	-	-	-	0
1817	1817	amazon-ssm-agen	2	socket:[17777]	0:8	17777	SOCK	srwxrwxrwx	-	-	-	0
1817	1817	amazon-ssm-agen	3	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
1817	1817	amazon-ssm-agen	4	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
1817	1817	amazon-ssm-agen	5	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
1817	1817	amazon-ssm-agen	6	pipe:[18040]	0:10	18040	FIFO	prw-------	2018-07-20 09:10:47.744000 UTC	2018-07-20 09:10:47.744000 UTC	2018-07-20 09:10:47.744000 UTC	0
1817	1817	amazon-ssm-agen	7	pipe:[18040]	0:10	18040	FIFO	prw-------	2018-07-20 09:10:47.744000 UTC	2018-07-20 09:10:47.744000 UTC	2018-07-20 09:10:47.744000 UTC	0
1817	1817	amazon-ssm-agen	8	/var/log/amazon/ssm/amazon-ssm-agent.log	202:1	256171	REG	-rw-------	2018-07-20 09:10:47.800000 UTC	2018-07-20 09:10:47.800000 UTC	2018-07-20 09:10:47.800000 UTC	91
1817	1817	amazon-ssm-agen	9	/var/log/amazon/ssm/errors.log	202:1	256172	REG	-rw-------	2018-07-20 09:10:47.800000 UTC	2018-07-20 09:10:47.800000 UTC	2018-07-20 09:10:47.800000 UTC	122
1817	1817	amazon-ssm-agen	10	/var/log/amazon/ssm/hibernate.log	202:1	256173	REG	-rw-------	2018-07-20 15:45:48.763878 UTC	2018-07-20 15:45:48.763878 UTC	2018-07-20 09:10:47.816000 UTC	1600
1817	1836	amazon-ssm-agen	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	0
1817	1836	amazon-ssm-agen	1	socket:[17777]	0:8	17777	SOCK	srwxrwxrwx	-	-	-	0
1817	1836	amazon-ssm-agen	2	socket:[17777]	0:8	17777	SOCK	srwxrwxrwx	-	-	-	0
1817	1836	amazon-ssm-agen	3	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
1817	1836	amazon-ssm-agen	4	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
1817	1836	amazon-ssm-agen	5	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
1817	1836	amazon-ssm-agen	6	pipe:[18040]	0:10	18040	FIFO	prw-------	2018-07-20 09:10:47.744000 UTC	2018-07-20 09:10:47.744000 UTC	2018-07-20 09:10:47.744000 UTC	0
1817	1836	amazon-ssm-agen	7	pipe:[18040]	0:10	18040	FIFO	prw-------	2018-07-20 09:10:47.744000 UTC	2018-07-20 09:10:47.744000 UTC	2018-07-20 09:10:47.744000 UTC	0
1817	1836	amazon-ssm-agen	8	/var/log/amazon/ssm/amazon-ssm-agent.log	202:1	256171	REG	-rw-------	2018-07-20 09:10:47.800000 UTC	2018-07-20 09:10:47.800000 UTC	2018-07-20 09:10:47.800000 UTC	91
1817	1836	amazon-ssm-agen	9	/var/log/amazon/ssm/errors.log	202:1	256172	REG	-rw-------	2018-07-20 09:10:47.800000 UTC	2018-07-20 09:10:47.800000 UTC	2018-07-20 09:10:47.800000 UTC	122
1817	1836	amazon-ssm-agen	10	/var/log/amazon/ssm/hibernate.log	202:1	256173	REG	-rw-------	2018-07-20 15:45:48.763878 UTC	2018-07-20 15:45:48.763878 UTC	2018-07-20 09:10:47.816000 UTC	1600
1817	1837	amazon-ssm-agen	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	0
1817	1837	amazon-ssm-agen	1	socket:[17777]	0:8	17777	SOCK	srwxrwxrwx	-	-	-	0
1817	1837	amazon-ssm-agen	2	socket:[17777]	0:8	17777	SOCK	srwxrwxrwx	-	-	-	0
1817	1837	amazon-ssm-agen	3	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
1817	1837	amazon-ssm-agen	4	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
1817	1837	amazon-ssm-agen	5	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
1817	1837	amazon-ssm-agen	6	pipe:[18040]	0:10	18040	FIFO	prw-------	2018-07-20 09:10:47.744000 UTC	2018-07-20 09:10:47.744000 UTC	2018-07-20 09:10:47.744000 UTC	0
1817	1837	amazon-ssm-agen	7	pipe:[18040]	0:10	18040	FIFO	prw-------	2018-07-20 09:10:47.744000 UTC	2018-07-20 09:10:47.744000 UTC	2018-07-20 09:10:47.744000 UTC	0
1817	1837	amazon-ssm-agen	8	/var/log/amazon/ssm/amazon-ssm-agent.log	202:1	256171	REG	-rw-------	2018-07-20 09:10:47.800000 UTC	2018-07-20 09:10:47.800000 UTC	2018-07-20 09:10:47.800000 UTC	91
1817	1837	amazon-ssm-agen	9	/var/log/amazon/ssm/errors.log	202:1	256172	REG	-rw-------	2018-07-20 09:10:47.800000 UTC	2018-07-20 09:10:47.800000 UTC	2018-07-20 09:10:47.800000 UTC	122
1817	1837	amazon-ssm-agen	10	/var/log/amazon/ssm/hibernate.log	202:1	256173	REG	-rw-------	2018-07-20 15:45:48.763878 UTC	2018-07-20 15:45:48.763878 UTC	2018-07-20 09:10:47.816000 UTC	1600
1817	1838	amazon-ssm-agen	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	0
1817	1838	amazon-ssm-agen	1	socket:[17777]	0:8	17777	SOCK	srwxrwxrwx	-	-	-	0
1817	1838	amazon-ssm-agen	2	socket:[17777]	0:8	17777	SOCK	srwxrwxrwx	-	-	-	0
1817	1838	amazon-ssm-agen	3	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
1817	1838	amazon-ssm-agen	4	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
1817	1838	amazon-ssm-agen	5	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
1817	1838	amazon-ssm-agen	6	pipe:[18040]	0:10	18040	FIFO	prw-------	2018-07-20 09:10:47.744000 UTC	2018-07-20 09:10:47.744000 UTC	2018-07-20 09:10:47.744000 UTC	0
1817	1838	amazon-ssm-agen	7	pipe:[18040]	0:10	18040	FIFO	prw-------	2018-07-20 09:10:47.744000 UTC	2018-07-20 09:10:47.744000 UTC	2018-07-20 09:10:47.744000 UTC	0
1817	1838	amazon-ssm-agen	8	/var/log/amazon/ssm/amazon-ssm-agent.log	202:1	256171	REG	-rw-------	2018-07-20 09:10:47.800000 UTC	2018-07-20 09:10:47.800000 UTC	2018-07-20 09:10:47.800000 UTC	91
1817	1838	amazon-ssm-agen	9	/var/log/amazon/ssm/errors.log	202:1	256172	REG	-rw-------	2018-07-20 09:10:47.800000 UTC	2018-07-20 09:10:47.800000 UTC	2018-07-20 09:10:47.800000 UTC	122
1817	1838	amazon-ssm-agen	10	/var/log/amazon/ssm/hibernate.log	202:1	256173	REG	-rw-------	2018-07-20 15:45:48.763878 UTC	2018-07-20 15:45:48.763878 UTC	2018-07-20 09:10:47.816000 UTC	1600
1817	1845	amazon-ssm-agen	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	2018-07-20 09:10:43.156000 UTC	0
1817	1845	amazon-ssm-agen	1	socket:[17777]	0:8	17777	SOCK	srwxrwxrwx	-	-	-	0
1817	1845	amazon-ssm-agen	2	socket:[17777]	0:8	17777	SOCK	srwxrwxrwx	-	-	-	0
1817	1845	amazon-ssm-agen	3	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
1817	1845	amazon-ssm-agen	4	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
1817	1845	amazon-ssm-agen	5	anon_inode:[7090]	0:11	7090	-	?rw-------	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	2018-07-20 09:10:25.028239 UTC	0
1817	1845	amazon-ssm-agen	6	pipe:[18040]	0:10	18040	FIFO	prw-------	2018-07-20 09:10:47.744000 UTC	2018-07-20 09:10:47.744000 UTC	2018-07-20 09:10:47.744000 UTC	0
1817	1845	amazon-ssm-agen	7	pipe:[18040]	0:10	18040	FIFO	prw-------	2018-07-20 09:10:47.744000 UTC	2018-07-20 09:10:47.744000 UTC	2018-07-20 09:10:47.744000 UTC	0
